trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at,cum_pnl,peak,dd
75,2026-03-10 18:52:00,2026-03-10 19:02:00,long,212.164,212.04,212.59799999999996,212.04,sl,-0.13,-508.51,-1.016,99579.98,full_day,212.164,212.065,2026-03-10 16:20:00,-420.0300000000012,6092.03,-6512.060000000001
77,2026-03-10 20:06:00,2026-03-11 03:37:00,short,212.189,212.329,211.69899999999996,212.329,sl,-0.14,-505.01,-1.014,99074.97,full_day,212.304,212.189,2026-03-10 18:55:00,-925.0400000000012,6092.03,-7017.070000000001
76,2026-03-10 19:07:00,2026-03-11 03:54:00,long,212.048,211.924,212.48199999999997,212.48199999999997,tp,0.43,1734.62,3.484,100809.59,full_day,212.048,211.949,2026-03-10 11:45:00,809.5799999999987,6092.03,-5282.450000000001
78,2026-03-11 05:41:00,2026-03-11 09:35:00,short,212.798,212.90200000000002,212.43399999999997,212.43399999999997,tp,0.36,1754.47,3.481,102564.06,full_day,212.877,212.798,2026-03-11 05:40:00,2564.049999999999,6092.03,-3527.980000000001
79,2026-03-11 09:28:00,2026-03-11 09:35:00,long,212.494,212.429,212.7215,212.429,sl,-0.07,-519.56,-1.031,102044.51,full_day,212.494,212.454,2026-03-11 04:20:00,2044.4899999999989,6092.03,-4047.540000000001
80,2026-03-11 10:51:00,2026-03-11 11:25:00,short,212.615,212.68,212.38750000000002,212.68,sl,-0.07,-525.92,-1.031,101518.58,full_day,212.655,212.615,2026-03-11 09:40:00,1518.5699999999988,6092.03,-4573.460000000001
81,2026-03-11 14:27:00,2026-03-11 14:42:00,short,212.776,212.86,212.482,212.86,sl,-0.09,-519.68,-1.024,100998.91,full_day,212.835,212.776,2026-03-11 14:20:00,998.8899999999988,6092.03,-5093.140000000001
82,2026-03-11 16:41:00,2026-03-11 17:01:00,short,212.624,212.749,212.1865,212.749,sl,-0.13,-513.07,-1.016,100485.83,full_day,212.724,212.624,2026-03-11 16:40:00,485.8199999999988,6092.03,-5606.210000000001
83,2026-03-11 19:32:00,2026-03-11 19:55:00,short,212.934,213.001,212.69949999999997,213.001,sl,-0.07,-517.43,-1.03,99968.41,full_day,212.976,212.934,2026-03-11 18:50:00,-31.61000000000115,6092.03,-6123.640000000001
84,2026-03-11 19:52:00,2026-03-11 20:24:00,short,212.974,213.092,212.56099999999992,213.092,sl,-0.12,-510.94,-1.017,99457.46,full_day,213.067,212.974,2026-03-11 18:15:00,-542.5500000000011,6092.03,-6634.580000000001
85,2026-03-11 21:19:00,2026-03-11 21:35:00,short,213.094,213.213,212.6775,213.213,sl,-0.12,-505.65,-1.017,98951.82,full_day,213.188,213.094,2026-03-11 20:50:00,-1048.2000000000012,6092.03,-7140.230000000001
86,2026-03-12 00:42:00,2026-03-12 00:57:00,long,213.029,212.966,213.24949999999995,212.966,sl,-0.06,-510.47,-1.032,98441.35,full_day,213.029,212.991,2026-03-11 21:30:00,-1558.6700000000012,6092.03,-7650.700000000001
88,2026-03-12 03:05:00,2026-03-12 03:45:00,short,212.953,213.025,212.701,213.025,sl,-0.07,-505.88,-1.028,97935.47,full_day,213.0,212.953,2026-03-12 02:40:00,-2064.550000000001,6092.03,-8156.580000000001
87,2026-03-12 02:13:00,2026-03-12 04:00:00,short,212.959,213.02700000000002,212.72099999999995,212.72099999999995,tp,0.24,1708.25,3.471,99643.72,full_day,213.002,212.959,2026-03-12 01:55:00,-356.3000000000011,6092.03,-6448.330000000001
89,2026-03-12 07:15:00,2026-03-12 08:37:00,short,212.656,212.70600000000002,212.48099999999997,212.70600000000002,sl,-0.05,-518.15,-1.04,99125.57,full_day,212.681,212.656,2026-03-12 06:20:00,-874.4500000000011,6092.03,-6966.4800000000005
91,2026-03-12 14:55:00,2026-03-12 15:18:00,long,212.57,212.505,212.79749999999999,212.505,sl,-0.07,-510.88,-1.031,98614.69,full_day,212.57,212.53,2026-03-12 14:50:00,-1385.330000000001,6092.03,-7477.360000000001
92,2026-03-12 16:08:00,2026-03-12 16:41:00,short,212.682,212.73600000000002,212.49299999999988,212.73600000000002,sl,-0.06,-511.34,-1.037,98103.36,full_day,212.711,212.682,2026-03-12 10:55:00,-1896.670000000001,6092.03,-7988.700000000001
90,2026-03-12 09:00:00,2026-03-12 18:53:00,short,212.704,212.79,212.40300000000008,212.40300000000008,tp,0.3,1723.17,3.477,99826.53,full_day,212.765,212.704,2026-03-12 05:40:00,-173.5000000000009,6092.03,-6265.530000000001
93,2026-03-12 18:18:00,2026-03-12 19:21:00,short,212.521,212.637,212.11499999999995,212.637,sl,-0.12,-498.97,-1.017,99327.55,full_day,212.612,212.521,2026-03-12 18:15:00,-672.4700000000009,6092.03,-6764.500000000001
95,2026-03-12 23:22:00,2026-03-13 00:05:00,long,212.66,212.607,212.8455,212.607,sl,-0.05,-515.38,-1.038,98812.17,full_day,212.66,212.632,2026-03-12 23:10:00,-1187.8500000000008,6092.03,-7279.880000000001
94,2026-03-12 19:39:00,2026-03-13 00:15:00,long,212.561,212.42,213.05450000000008,212.42,sl,-0.14,-503.68,-1.014,98308.49,full_day,212.561,212.445,2026-03-12 19:30:00,-1691.5300000000009,6092.03,-7783.56
96,2026-03-13 00:07:00,2026-03-13 00:15:00,long,212.517,212.415,212.87400000000002,212.415,sl,-0.1,-503.75,-1.02,97804.74,full_day,212.517,212.44,2026-03-12 20:10:00,-2195.2800000000007,6092.03,-8287.310000000001
98,2026-03-13 01:42:00,2026-03-13 03:00:00,long,212.621,212.53,212.93950000000004,212.53,sl,-0.09,-499.77,-1.022,97304.97,full_day,212.621,212.555,2026-03-13 01:40:00,-2695.0500000000006,6092.03,-8787.08
99,2026-03-13 04:28:00,2026-03-13 08:05:00,long,212.648,212.53799999999998,213.03300000000004,212.53799999999998,sl,-0.11,-495.37,-1.018,96809.6,full_day,212.648,212.563,2026-03-13 04:20:00,-3190.4200000000005,6092.03,-9282.45
97,2026-03-13 00:52:00,2026-03-13 09:32:00,long,212.551,212.331,213.32099999999997,212.331,sl,-0.22,-493.47,-1.009,96316.13,full_day,212.551,212.356,2026-03-13 00:40:00,-3683.8900000000003,6092.03,-9775.92
101,2026-03-13 14:51:00,2026-03-13 14:57:00,long,211.229,211.161,211.46700000000004,211.161,sl,-0.07,-495.74,-1.029,95820.39,full_day,211.229,211.186,2026-03-13 14:35:00,-4179.63,6092.03,-10271.66
102,2026-03-13 17:04:00,2026-03-13 17:15:00,long,211.238,211.162,211.50399999999996,211.162,sl,-0.08,-491.71,-1.026,95328.68,full_day,211.238,211.187,2026-03-13 15:30:00,-4671.34,6092.03,-10763.369999999999
103,2026-03-13 17:34:00,2026-03-13 17:39:00,short,211.351,211.43,211.07449999999997,211.43,sl,-0.08,-488.71,-1.025,94839.97,full_day,211.405,211.351,2026-03-13 17:05:00,-5160.05,6092.03,-11252.08
104,2026-03-13 17:40:00,2026-03-13 17:56:00,short,211.395,211.441,211.23400000000004,211.23400000000004,tp,0.16,1639.08,3.457,96479.05,full_day,211.416,211.395,2026-03-13 16:40:00,-3520.9700000000003,6092.03,-9613.0
105,2026-03-13 18:26:00,2026-03-13 20:15:00,long,211.173,211.102,211.42149999999998,211.42149999999998,tp,0.25,1674.79,3.472,98153.84,full_day,211.173,211.127,2026-03-13 17:40:00,-1846.1800000000003,6092.03,-7938.21
106,2026-03-13 20:55:00,2026-03-13 21:15:00,long,211.383,211.313,211.6280000000001,211.313,sl,-0.07,-504.79,-1.029,97649.05,full_day,211.383,211.338,2026-03-13 20:25:00,-2350.9700000000003,6092.03,-8443.0
107,2026-03-13 22:08:00,2026-03-13 22:16:00,long,211.334,211.281,211.5195,211.281,sl,-0.05,-506.67,-1.038,97142.38,full_day,211.334,211.306,2026-03-13 21:40:00,-2857.6400000000003,6092.03,-8949.67
108,2026-03-13 22:38:00,2026-03-13 23:06:00,long,211.233,211.123,211.61800000000005,211.123,sl,-0.11,-494.54,-1.018,96647.84,full_day,211.233,211.148,2026-03-13 19:15:00,-3352.1800000000003,6092.03,-9444.21
100,2026-03-13 12:16:00,2026-03-16 00:28:00,short,211.489,211.615,211.048,211.048,tp,0.44,1677.89,3.484,98325.73,full_day,211.59,211.489,2026-03-13 12:00:00,-1674.2900000000002,6092.03,-7766.32
109,2026-03-16 01:08:00,2026-03-16 01:35:00,short,211.334,211.383,211.16249999999997,211.16249999999997,tp,0.17,1700.63,3.459,100026.36,full_day,211.358,211.334,2026-03-13 22:30:00,26.339999999999918,6092.03,-6065.69
110,2026-03-16 01:32:00,2026-03-16 02:58:00,short,211.175,211.377,210.46800000000002,211.377,sl,-0.2,-496.5,-1.01,99529.87,full_day,211.352,211.175,2026-03-16 01:30:00,-470.1600000000001,6092.03,-6562.19
111,2026-03-16 08:20:00,2026-03-16 08:30:00,long,211.298,211.206,211.62000000000006,211.206,sl,-0.09,-508.47,-1.022,99021.4,full_day,211.298,211.231,2026-03-16 04:50:00,-978.6300000000001,6092.03,-7070.66
112,2026-03-16 12:30:00,2026-03-16 13:19:00,short,211.109,211.196,210.80450000000005,211.196,sl,-0.09,-506.49,-1.023,98514.91,full_day,211.171,211.109,2026-03-16 12:20:00,-1485.1200000000001,6092.03,-7577.15
113,2026-03-16 12:36:00,2026-03-16 13:30:00,long,211.031,210.94899999999998,211.3180000000001,211.3180000000001,tp,0.29,1720.8,3.476,100235.71,full_day,211.031,210.974,2026-03-16 12:00:00,235.67999999999984,6092.03,-5856.35
